-1.9473714274649282e+01 9.9976219555162860e-01 8.0025536856637429e-04
-1.8276921773261293e+01 9.9971342523527351e-01 9.1682863632100463e-04
-1.7210112883346092e+01 9.9965595954030206e-01 1.0453077344331971e-03
-1.6252754006499185e+01 9.9958733213151008e-01 1.1877977474277061e-03
-1.5388417685876263e+01 9.9950399094703835e-01 1.3472942906719903e-03
-1.4603804946494083e+01 9.9940095301814746e-01 1.5279622547662874e-03
-1.3888034269574872e+01 9.9927143440468003e-01 1.7354351775405775e-03
-1.3232116051433158e+01 9.9910647483541315e-01 1.9771196276365532e-03
-1.2628558447236520e+01 9.9889457665791037e-01 2.2624889199191426e-03
-1.2071067811865476e+01 9.9862137574411924e-01 2.6033520391217568e-03
-1.1554318269412054e+01 9.9826935882234480e-01 3.0140862317759557e-03
-1.1073772489066805e+01 9.9781763804951229e-01 3.5118247419535231e-03
-1.0625540865786014e+01 9.9724179008140268e-01 4.1165941318526767e-03
-1.0206269835608513e+01 9.9651376382515555e-01 4.8513982218301704e-03
-9.8130525275257519e+00 9.9560185865466544e-01 5.7422477377658725e-03
-9.4433567081553349e+00 9.9447077316957444e-01 6.8181362250466677e-03
-9.0949662364053303e+00 9.9308172351590607e-01 8.1109637201305738e-03
-8.7659331623611809e+00 9.9139262972722719e-01 9.6554101591500331e-03
-8.4545382789250532e+00 9.8935836834241231e-01 1.1488760663602399e-02
-8.1592584356439435e+00 9.8693108955005815e-01 1.3650684795149864e-02
-7.8787392998432555e+00 9.8406059716653016e-01 1.6182971724254702e-02
-7.6117725344806555e+00 9.8069478975468760e-01 1.9129223101429733e-02
-7.3572765790998451e+00 9.7678016104404741e-01 2.2534505329039733e-02
-7.1142803871593525e+00 9.7226235745424006e-01 2.6444962959745810e-02
-6.8819096023558668e+00 9.6708678991021069e-01 3.0907395130345582e-02
-6.6593747575129871e+00 9.6119929625002942e-01 3.5968797297528006e-02
-6.4459611589253338e+00 9.5454684936776046e-01 4.1675871080338447e-02
-6.2410201817652480e+00 9.4707830482319877e-01 4.8074505726414994e-02
-6.0439617520480473e+00 9.3874518002978591e-01 5.5209235585913750e-02
-5.8542478305626968e+00 9.2950245535776532e-01 6.3122678969117163e-02
-5.6713867462770287e+00 9.1930938563577591e-01 7.1854964842118743e-02
-5.4949282526815075e+00 9.0813030869150624e-01 8.1443154930187597e-02
-5.3244592016239594e+00 8.9593543583945012e-01 9.1920669895108997e-02
-5.1595997464024776e+00 8.8270160771588346e-01 1.0331672926812623e-01
-4.9999999999999991e+00 8.6841299769127389e-01 1.1565581568819111e-01
-4.8453370859689660e+00 8.5306174437548776e-01 1.2895717464719320e-01
-4.6953125290874613e+00 8.3664849457680301e-01 1.4323436131604703e-01
-4.5496499408886866e+00 8.1918283857702778e-01 1.5849484605742062e-01
-4.4080929618159450e+00 8.0068362080863364e-01 1.7473968987298655e-01
-4.2704034273173317e+00 7.8117911100523640e-01 1.9196330025225702e-01
-4.1363597298623764e+00 7.6070702364625875e-01 2.1015327666725628e-01
-4.0057553527937557e+00 7.3931437698407232e-01 2.2929035330057940e-01
-3.8783975552480654e+00 7.1705718704466548e-01 2.4934844453201951e-01
-3.7541061901938235e+00 6.9399999659487932e-01 2.7029479629366365e-01
-3.6327126400268046e+00 6.7021524399590249e-01 2.9209024371665770e-01
-3.5140588562017867e+00 6.4578248190968079e-01 3.1468957263126313e-01
-3.3979964911226324e+00 6.2078746075397861e-01 3.3804197956499982e-01
-3.2843861120063971e+00 5.9532109638123576e-01 3.6209162203637507e-01
-3.1730964877207408e+00 5.6947834544297493e-01 3.8677824829700097e-01
-3.0640039406996600e+00 5.4335701509100653e-01 4.1203789335787905e-01
-2.9569917569973554e+00 5.1705653588223577e-01 4.3780362625916580e-01
-2.8519496483664741e+00 4.9067672787701294e-01 4.6400633219807147e-01
-2.7487732609638500e+00 4.6431658989049868e-01 4.9057551238200020e-01
-2.6473637259100724e+00 4.3807314068270814e-01 5.1744008435503797e-01
-2.5476272474721435e+00 4.1204033862932743e-01 5.4452916605431900e-01
-2.4494747251123852e+00 3.8630810323968562e-01 5.7177282795265993e-01
-2.3528214060612580e+00 3.6096145796801210e-01 5.9910279927044030e-01
-2.2575865654349165e+00 3.3607980932753528e-01 6.2645311630080380e-01
-2.1636932112371294e+00 3.1173637260965831e-01 6.5376070327961400e-01
-2.0710678118654751e+00 2.8799774978656600e-01 6.8096587882707893e-01
-1.9796400439886062e+00 2.6492366067517487e-01 7.0801278367253639e-01
-1.8893425588791044e+00 2.4256682437879423e-01 7.3484972803643178e-01
-1.8001107654787827e+00 2.2097298457668171e-01 7.6142945959408437e-01
-1.7118826286434150e+00 2.0018106953975623e-01 7.8770935531814934e-01
-1.6245984811645311e+00 1.8022347590354496e-01 8.1365154265941886e-01
-1.5382008482994911e+00 1.6112646427094710e-01 8.3922295750200704e-01
-1.4526342836595818e+00 1.4291065466468883e-01 8.6439534819650032e-01
-1.3678452154111855e+00 1.2559161067195840e-01 8.8914523690461911e-01
-1.2837818018386340e+00 1.0918050277563686e-01 9.1345385177179206e-01
-1.2003937954005803e+00 9.3684843774393123e-02 9.3730704652532404e-01
-1.1176324144857457e+00 7.9109292239615631e-02 9.6069522862771428e-01
-1.0354502221396935e+00 6.5456523475692446e-02 9.8361332391132039e-01
-9.5380101109283366e-01 5.2728171130175638e-02 1.0060608154411796e+00
-8.7263969447182521e-01 4.0925845877419494e-02 1.0280419071209534e+00
-7.9192220162268123e-01 3.0052239381411976e-02 1.0495658753758768e+00
-7.1160537851471450e-01 2.0112319945277044e-02 1.0706476751663196e+00
-6.3164689223054049e-01 1.1114617009043905e-02 1.0913088353032045e+00
-5.5200513907909432e-01 3.0725681410177074e-03 1.1115785656877843e+00
-4.7263915589640981e-01 -3.9941465980717428e-03 1.1314947393284265e+00
-3.9350853412309161e-01 -1.0058446896826492e-02 1.1511039659301776e+00
-3.1457333626824907e-01 -1.5085176548233423e-02 1.1704594678441458e+00
-2.3579401438740255e-01 -1.9031398942248763e-02 1.1896153998300039e+00
-1.5713133021675590e-01 -2.1848302470372304e-02 1.2086174710605617e+00
-7.8546276618324654e-02 -2.3485290237310760e-02 1.2274926182179637e+00
0.0000000000000000e+00 -2.3896312868940898e-02 1.2462434105901361e+00
7.8546276618324654e-02 -2.3047492566799874e-02 1.2648521575044296e+00
1.5713133021675590e-01 -2.0924070832685375e-02 1.2832936742587642e+00
2.3579401438740255e-01 -1.7534548810147883e-02 1.3015489964480549e+00
3.1457333626824907e-01 -1.2910950706402113e-02 1.3196120149835258e+00
3.9350853412309256e-01 -7.1057253820944466e-03 1.3374872321243272e+00
4.7263915589641059e-01 -1.8681915073657065e-04 1.3551828405235027e+00
5.5200513907909521e-01 7.7675421831613382e-03 1.3727043096447153e+00
6.3164689223054138e-01 1.6673402098726742e-02 1.3900510496618421e+00
